borough,buildingClassCategory,address,zipcode,residentialUnits,landSqft,yearBuilt,salePrice,employed,unemployed,incomeAbove100k,incomeBelow100k
Queens County,02 TWO FAMILY DWELLINGS,111-67 LIVERPOOL STREET,11435,2,"3,000",1930,450000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,153-19 109TH DRIVE,11433,2,"3,000",2003,850000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,108-44 LIVERPOOL STREET,11435,3,"3,000",1930,800000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,109-33 125TH STREET,11420,1,"3,000",1920,470000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,109-21 125TH STREET,11420,1,"3,000",1920,615000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,11125 120 STREET,11420,1,"3,000",1920,490000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,114-30 122ND STREET,11420,1,"3,000",1925,525000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,114-30 122ND STREET,11420,1,"3,000",1925,550000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,133-11 114TH PLACE,11420,1,"3,000",1925,585000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,133-14 115TH STREET,11420,1,"3,000",1925,507500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,133-17 115TH STREET,11420,1,"3,000",1930,510000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,130-46 VAN WYCK EXPRESSWAY,11420,1,"3,000",1935,560000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,130-26 VAN WYCK EXPRESSWAY,11420,1,"3,000",1935,450000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,135-31 129 STREET,11420,1,"3,000",1901,723000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,150-47 124TH STREET,11420,2,"3,000",2005,690000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,126-02 150TH AVENUE,11420,2,"3,000",1910,542529,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,127-19 SIDWAY PLACE,11434,1,"3,000",1925,555000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,178-18 ANDERSON ROAD,11434,1,"3,000",1930,405000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,16964 144 ROAD,11434,1,"3,000",1920,226100,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,121-47 GRAYSON STREET,11413,1,"3,000",1920,535600,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,123-32 NELLIS STREET,11413,1,"3,000",1920,508247,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,123-32 NELLIS STREET,11413,1,"3,000",1920,270000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,132-11 BENNETT COURT,11434,1,"3,000",1920,335000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,175-02 145TH AVENUE,11434,1,"3,000",2013,595000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,128-14 160 STREET,11434,2,"3,000",2005,700000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,140-34 158TH STREET,11434,2,"3,000",1960,750000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,140-11 158TH STREET,11434,2,"3,000",1965,685000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,130-33 176TH PLACE,11434,2,"3,000",1990,680000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,145-50 179 STREET,11434,2,"3,000",2007,810000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,110-29 177TH STREET,11433,1,"3,000",1925,579000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,110-11 178TH STREET,11433,1,"3,000",1930,382000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-21 175TH PLACE,11433,1,"3,000",1920,549000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,187-11 KEESEVILLE AVENUE,11412,1,"3,000",1930,541660,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,188-08 MANGIN AVENUE,11412,1,"3,000",1930,625000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,189-07 KEESEVILLE AVENUE,11412,1,"3,000",1930,450000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,189-07 KEESEVILLE AVENUE,11412,1,"3,000",1930,645000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,109-70 204 STREET,11412,1,"3,000",1925,565000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,110-11 205TH STREET,11412,1,"3,000",2020,282000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,111-32 203 STREET,11412,1,"3,000",1920,547500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,111-27 203RD STREET,11412,1,"3,000",1925,555000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,111-11 205TH STREET,11412,1,"3,000",1935,350000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,111-34 209TH STREET,11429,1,"3,000",1925,290000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-17 197TH STREET,11412,1,"3,000",1930,400000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-38 200TH STREET,11412,1,"3,000",1930,641000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,11230 203RD STREET,11412,1,"3,000",1925,493000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-32 203 STREET,11412,1,"3,000",1925,570000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-38 207TH STREET,11429,1,"3,000",1920,300000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-38 207TH STREET,11429,1,"3,000",1920,638000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,112-31 207TH STREET,11429,1,"3,000",1920,610000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,194-14 113TH AVENUE,11412,1,"3,000",1920,438000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,194-39 113TH ROAD,11412,1,"3,000",1920,635000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,194-06 113TH ROAD,11412,1,"3,000",1930,560000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,19438 113TH ROAD,11412,1,"3,000",1930,640000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,113-19 197TH STREET,11412,1,"3,000",1930,299250,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,113-31 198TH STREET,11412,1,"3,000",1925,380000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,11302 203RD STREET,11412,1,"3,000",1925,510000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,194-12 114TH DRIVE,11412,1,"3,000",1920,470000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,205-22 MURDOCK AVENUE,11412,1,"3,000",1935,600000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,114-45 208TH STREET,11411,1,"3,000",1920,549000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,114-07 208TH STREET,11411,1,"3,000",1920,525000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,114-25 210 STREET,11411,1,"3,000",1920,375000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,114-36 211TH STREET,11411,1,"3,000",1920,575000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,114-21 211TH STREET,11411,1,"3,000",1930,685000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-43 197TH STREET,11412,1,"3,000",1925,510000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-46 198TH STREET,11412,1,"3,000",1925,655372,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-60 198TH ST,11412,1,"3,000",1925,670000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-28 199TH STREET,11412,1,"3,000",1925,637000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-28 199TH STREET,11412,1,"3,000",1925,343500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-54 200 STREET,11412,1,"3,000",1920,475000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-21 200TH STREET,11412,1,"3,000",1930,274000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-51 202ND STREET,11412,1,"3,000",1925,470000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,115-05 209TH STREET,11411,1,"3,000",1925,585000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,116-32 198TH STREET,11412,1,"3,000",1925,490000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,116-34 200TH STREET,11412,1,"3,000",1940,530000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,116-27 201ST STREET,11412,1,"3,000",1920,575000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,178-35 120TH AVENUE,11434,1,"3,000",1935,224000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,119-31 192ND STREET,11412,1,"3,000",1930,625000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,119-17 202 STREET,11412,1,"3,000",1950,375000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,119-17 202ND STREET,11412,1,"3,000",1950,595000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,18705 QUENCER ROAD,11412,2,"3,000",1935,400000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,188-25 KEESEVILLE AVE,11412,2,"3,000",1930,250000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,110-01 202ND STREET,11412,2,"3,000",1925,583000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,109-94 204TH STREET,11412,2,"3,000",1925,475000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,109-85 FRANCIS LEWIS BLVD,11429,2,"3,000",1996,730000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,112-11 197TH STREET,11412,2,"3,000",1930,370000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,113-29 207TH STREET,11429,2,"3,000",1935,625000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,191-47 115TH AVENUE,11412,2,"3,000",1920,710000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,194-13 114TH DRIVE,11412,2,"3,000",1930,537000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,114-62 208TH STREET,11411,2,"3,000",1930,650000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,114-44 208TH STREET,11411,2,"3,000",1930,549900,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,114-45 210TH STREET,11411,2,"3,000",1920,585494,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,115-60 197TH STREET,11412,2,"3,000",1930,782500,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,115-34 198TH STREET,11412,2,"3,000",1925,832704,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,116-40 200TH STREET,11412,2,"3,000",2010,855000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,116-15 200TH STREET,11412,2,"3,000",1925,575000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,119-64 177TH STREET,11434,2,"3,000",1925,537500,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,188-22 119 ROAD,11412,2,"3,000",1920,466500,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,147-11 16TH ROAD,11357,1,"3,000",1925,926000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,21-11 147TH STREET,11357,1,"3,000",1935,885000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,147-40 16TH ROAD,11357,2,"3,000",1930,868000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,17-36 149TH STREET,11357,2,"3,000",2019,1588470,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,17-34 149TH STREET,11357,2,"3,000",2019,1588470,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,149-33 17TH ROAD,11357,2,"3,000",1930,1160000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,150-39 19TH AVENUE,11357,2,"3,000",1986,1240000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,80-13 88TH AVENUE,11421,2,"3,000",1920,900000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,91-07 97TH STREET,11421,3,"3,000",1920,725000,1099996,39401,166650,1015040
Queens County,03 THREE FAMILY DWELLINGS,91-05 97TH STREET,11421,3,"3,000",1920,929000,1099996,39401,166650,1015040
Queens County,01 ONE FAMILY DWELLINGS,47-43 59TH PLACE,11377,1,"3,000",1930,890000,1099996,39401,166650,1015040
Queens County,02 TWO FAMILY DWELLINGS,39-66 64TH STREET,11377,2,"3,000",1925,1150000,1099996,39401,166650,1015040
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,74 72ND STREET,11209,1,"3,000",1910,1100000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,7712 RIDGE BLVD,11209,1,"3,000",1925,1445000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,166 82ND STREET,11209,1,"3,000",1930,1294632,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1652 68 STREET,11204,1,"3,000",1920,980000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1715 72ND STREET,11204,2,"3,000",1930,1200000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1842 80TH STREET,11214,2,"3,000",1935,1720000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2069 81 STREET,11214,2,"3,000",1925,177000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,1931 80TH STREET,11214,3,"3,000",1920,1638000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,7223 AVENUE U,11234,2,"3,000",1960,875000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2173 ROYCE STREET,11234,2,"3,000",1975,970000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,1307 EAST 65TH STREET,11234,3,"3,000",1960,800000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,2173 EAST 69TH STREET,11234,3,"3,000",1975,1180000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,7412 AVENUE V,11234,3,"3,000",1975,999000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1316 64TH STREET,11219,2,"3,000",1910,950000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,5815 12TH AVENUE,11219,3,"3,000",1975,2200000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,1331 59TH STREET,11219,3,"3,000",1998,2500000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,2061 STRAUSS STREET,11212,2,"3,000",1930,200000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,437 AMBOY STREET,11212,2,"3,000",1996,676500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,540 CHESTER STREET,11212,2,"3,000",1930,512000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,11 WEIRFIELD STREET,11221,2,"3,000",1910,1200000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,112 SCHAEFER STREET,11207,2,"3,000",1925,925000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,9 MATTHEWS PLACE,11236,1,"3,000",1915,389900,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1219 EAST 89TH STREET,11236,2,"3,000",1965,860000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1229 EAST 94TH STREET,11236,2,"3,000",1965,835000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,10021 AVENUE L,11236,2,"3,000",1955,645000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1463 EAST 96TH STREET,11236,2,"3,000",1960,525000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1529 EAST 96TH STREET,11236,2,"3,000",1920,620000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,974 EAST 84 STREET,11236,3,"3,000",1965,400010,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,286 DEGRAW STREET,11231,1,"3,000",1899,6150000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1105 PARK PLACE,11213,2,"3,000",1901,1400000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,1266 72ND STREET,11228,2,"3,000",1930,1300000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,1325 73RD STREET,11228,3,"3,000",1920,1695000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,1253 83RD STREET,11228,3,"3,000",1940,1320000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,994 CRESCENT STREET,11208,1,"3,000",1925,119000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,338 BRADFORD STREET,11207,2,"3,000",1901,500000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,220 MILFORD STREET,11208,2,"3,000",1899,525000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,220 MILFORD STREET,11208,2,"3,000",1899,590585,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,378 FORBELL STREET,11208,2,"3,000",2008,714000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,698 DREW STREET,11208,2,"3,000",2011,830000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,738 WARWICK STREET,11207,2,"3,000",1960,755000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,715 WARWICK STREET,11207,2,"3,000",1970,675000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,720 ELTON STREET,11208,2,"3,000",1925,925000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,720 ELTON STREET,11208,2,"3,000",1925,475000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,488 BERRIMAN,11208,2,"3,000",1925,452500,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,773 LOGAN STREET,11208,2,"3,000",1960,549855,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,344 EAST 22ND STREET,11226,2,"3,000",1920,999000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,614 EAST 49TH STREET,11203,1,"3,000",1925,467000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,614 EAST 49TH STREET,11203,1,"3,000",1925,409000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,4817 BEVERLY RD,11203,1,"3,000",1925,550000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,575 EAST 49TH STREET,11203,1,"3,000",1920,707000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,666 LINDEN BLVD,11203,1,"3,000",1899,605000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,213 EAST 42ND STREET,11203,1,"3,000",1915,585000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1163 NEW YORK AVENUE,11203,1,"3,000",1910,840000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,578 EAST 35TH STREET,11203,1,"3,000",1920,571650,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1378 SCHENECTADY AVENUE,11203,1,"3,000",1925,592250,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,778 E 34 STREET,11210,1,"3,000",1915,495000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,1535 NEW YORK AVENUE,11210,1,"3,000",1910,376000,1149461,48699,188640,1067440
Kings County (Brooklyn),01 ONE FAMILY DWELLINGS,3118 AVENUE J,11210,1,"3,000",1925,889000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,154 EAST 42ND STREET,11203,2,"3,000",1910,1150000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,945 ALBANY AVENUE,11203,2,"3,000",1925,287000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,746 E 38 STREET,11210,2,"3,000",1925,620000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,3815 FARRAGUT ROAD,11210,2,"3,000",1920,760000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,925 EAST 40TH STREET,11210,2,"3,000",1920,650000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,3913 AVENUE K,11210,2,"3,000",1945,950000,1149461,48699,188640,1067440
Kings County (Brooklyn),03 THREE FAMILY DWELLINGS,677 EAST 52 STREET,11203,3,"3,000",2014,1220000,1149461,48699,188640,1067440
Kings County (Brooklyn),02 TWO FAMILY DWELLINGS,567 EAST 96TH STREET,11212,2,"3,000",1920,580000,1149461,48699,188640,1067440
